Date,SVENY01,SVENY03,SVENY05,SVENY07,SVENY10,SVENY15
1991-06-01,6.1980227731712265,7.149232004430136,7.659209825719454,7.977965916474045,8.261048660200954,8.435539881727864
1991-07-01,6.42105172223085,7.3957368543179,7.883302966204501,8.180031415100549,8.4403903188483,8.6049618749058
1991-08-01,6.324688157440727,7.336285192030454,7.865456942583455,8.160480559220682,8.391565810542273,8.53535115034
1991-09-01,5.869155802819545,6.795646858589,7.398333298736,7.786382696089,8.114721904168228,8.300155319444727
1991-10-01,5.66152650790185,6.553551753337899,7.1487326513081495,7.540406666635199,7.881275584462,8.09180544600875
1991-11-01,5.407573172848476,6.284938324419905,6.9048401392446195,7.341151245559096,7.759360586496047,8.075533060211573
1991-12-01,5.03581623258079,6.006763412336579,6.723392217243157,7.243773534683579,7.752613873352263,8.131009078073104
1992-01-01,4.5164793279749045,5.530108670851429,6.310835641676571,6.9004757430900945,7.502236891657096,7.974498893675047
1992-02-01,4.323627021909523,5.547546499279619,6.3974807108350955,6.971688139522857,7.475896183254429,7.774495343469477
1992-03-01,4.4518477061577375,5.846590154831211,6.727741409173947,7.269398186701947,7.697002876544526,7.933926069097896
1992-04-01,4.833624945892637,6.2908341311794995,7.063681652976772,7.472189656926318,7.761651210074818,7.954640908956045
1992-05-01,4.468063912662286,6.001364693415667,6.893743087042715,7.398463205745476,7.762247187200857,7.962131780799619
1992-06-01,4.31574906610095,5.84444349954785,6.756718922681751,7.28813873139605,7.68773042067175,7.919820108007601
1992-07-01,4.2807204128582725,5.648053152741136,6.536145401505045,7.106472395731137,7.5964010170815905,7.935961167181273
1992-08-01,3.714122289116409,4.9728505176395,5.9238069528520905,6.62895354450959,7.334536790460773,7.880273383174182
1992-09-01,3.581680985177095,4.793932497101857,5.716992983706858,6.407259469983238,7.10641676284881,7.6641959319334285
1992-10-01,3.3115772530760004,4.516049904551666,5.472046867024619,6.217647488358239,7.01274378762981,7.6954618440199996
1992-11-01,3.460908208869095,4.748258493223857,5.713634030224095,6.419838586923952,7.132217434278904,7.74204633285719
1992-12-01,3.8379415578855265,5.271904131449,6.196611836158053,6.767707004550632,7.263862807274262,7.672004639121474
1993-01-01,3.8982544302508946,5.325241122518895,6.196526330233737,6.711547376974158,7.145942994801684,7.497506709884052
1993-02-01,3.653276591947667,5.016948396369445,5.940256695978611,6.5139903683341664,7.011275936315666,7.419104636919944
1993-03-01,3.489322835210263,4.64308195878,5.514422827834947,6.115519747968421,6.682424617855211,7.17586291391421
1993-04-01,3.4209168736681734,4.450724838280826,5.2906868990944345,5.883684345125043,6.447566422599522,6.939396658538391
1993-05-01,3.3178148400074736,4.353384063468842,5.21709262099521,5.835878920771369,6.430863897796894,6.954052499118369
1993-06-01,3.4112327826927,4.4362476366947,5.2461585854636,5.83820795040525,6.43153793219655,6.9804571353366
1993-07-01,3.625050038269318,4.571258101253318,5.236211678811773,5.725988477996318,6.249288251033727,6.787724066710819
